act,count
"(v-a),3(1)(s) IPC 1860",2
"(n),506 INFORMATION TECHNOLOGY ACT 2008",2
"(b),4(1)(a),7(1)(c) ESSENTIAL COMMODITIES ACT, 1955",2
(ii)(A) The Karnataka Prisons (Amendment) Act-2022,2
"(1),11(iv) IPC 1860",2
(z) IPC 1860,2
"(r) (s),3(2)(va) The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",2
"(i),9,8,5,4 ESSENTIAL COMMODITIES ACT, 1955",2
"(w)(i),3(2)(V) CHILD MARRIAGE RESTRAINT ACT",2
"(r)(s),3(1) (r) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",2
"(10),21(5) INDIAN MOTOR VEHICLES ACT, 1988",2
"(r)(s),3(1) (W) (I) The SC & ST (Prevention of Atrocities) Amendment Act 2015",2
(V) INFORMATION TECHNOLOGY ACT 2008,2
"(J),376(2)(i)(n) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",2
"(10),21(1),21(5) KARNATAKA MINOR MINERAL CONSISTENT RULE 1994",2
/180 IPC 1860,2
"(n),376(I) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",2
"(r)(s)(2)(va),3(2)(va),3(1)(w) IPC 1860",2
"(s),3(1)(r),3(1)(r)(s)(2)(va) IPC 1860",2
"(10) PROTECTION OF CIVIL RIGHTS ACT,1955",2
"(r)(s),3(2)(vii) The SC & ST (Prevention of Atrocities) Amendment Act 2015",2
"(V),3(1)(s),3(1)(r) The SC & ST (Prevention of Atrocities) Amendment Act 2015",2
"(r),3(1)(s),3(1)(w),3(2)(v-a) The SC & ST (Prevention of Atrocities) Amendment Act 2015",2
"(s),3(2)(va),3(1)(r),3(1)(r)(s)(2)(va) IPC 1860",2
"(2)(v),3(1)(w) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",2
"(va),3(1)(w),3(1)(s),3(1)(r) IPC 1860",2
"(W) (I),3(2)(5) IPC 1860",2
"(10)(11),3(1)(5) IPC 1860",2
"(w)(i)(ii),3(1)(r)(s)(2)(va) IPC 1860",2
"A,323,506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",2
(r)(s)(2)(va) Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014,2
"(5a),3(1) (W) (I) IPC 1860",2
(1) (2) The Central Motor Vehicle Rules 2015,2
karnataka land revenue act 1994,2
-ii The SC & ST (Prevention of Atrocities) Amendment Act 2015,2
"(r)(s)(2)(va),3(1)(s),3(1)(r),3 (2)(v) IPC 1860",2
"(2),354(D)(1) INFORMATION TECHNOLOGY ACT 2008",2
(I) Prohibition of Child Marriage Act 2006,2
"(A),11(1)(B) Transportation of Animal Act 1978",2
"(f),376(2)(n),448,506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",2
"(f),3(1)(r),3(1)(s),3(2)(va) IPC 1860",2
"(v-a),3(1)(s),3(1)(r) The SC & ST (Prevention of Atrocities) Amendment Act 2015",2
"(n),376(2)(f),366 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",2
"(d),7 THE FERTILISER (CONTROL) ORDER",2
"RW 20(b)(2a) INDIAN ARMS ACT, 1959",2
(f) Prohibition of Child Marriage Act 2006,2
(xi) The SC & ST (Prevention of Atrocities) Amendment Act 2015,2
"(i)(n),366 Prohibition of Child Marriage Act 2006",2
(1A) KARNATAKA NEW SAND POLICY 2011,2
"(r) (s),3(1)(w)(i)(ii),3(2)(va) IPC 1860",2
"(r) (s),3(1)(z),3(2)(va) IPC 1860",2
"(1A),4(1A) KARNATAKA MINOR MINERAL CONSISTENT RULE 1994",2
"(n),504 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",2
"PRESS AND REGISTRATION OF BOOKS ACT,1867",2
"(n),366,506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",2
"(C) NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1985",2
"(1) (2),7,4 PREVENTION OF CRUELTY TO ANIMALS ACT, 1960",2
"(c),3(1)(s),3(2)(va) IPC 1860",2
(J) IPC 1860,2
"(A),6,7 ESSENTIAL COMMODITIES ACT, 1955",2
"(c),3(2)(v-a) IPC 1860",2
"(va),3(1)(w)(i),3(1) (r) (s) IPC 1860",2
"(a),3(1)(c),3(1)(b) ESSENTIAL COMMODITIES ACT, 1955",2
"(v-a),3(1)(r),3(1)(s) IPC 1860",2
"(va),3(1)(s),3(1)(c),3(1)(r) IPC 1860",2
"(f),3(2)(va) IPC 1860",2
"(r),3(1)(c),3(1)(s),3(2)(va),3(1)(w)(i) IPC 1860",2
"(w),3(2)(va) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",2
"(r),3(2)(v-a) Juvenile Justice (Care and Protection of Children) Act, 2015",2
"(r),3(1)(s) KARNATAKA MONEY LENDERS ACT 1961",2
"(C),20(b) (ii) A NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1985",2
"(va),3 (2)(v),3(1) (r) (s) IPC 1860",2
"(i),354(D),354(A)(2) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",2
"(H),11(1) (F) INDIAN MOTOR VEHICLES ACT, 1988",2
(r)(s)(w1) IPC 1860,2
"(A),11(1) (D),11(1) (E) THE KARNATAKA PREVENTION OF SLAUGHTER AND PRESERVATION OF CATTLE ORDINANCE-2020",2
"(A),11(1) (D),11(1) (E) KARNATAKA PREVENTION OF COW SLANGHTER & CATTLE PREVENTION ACT 2020",2
"(V),3(2)(v-a),3(1)(w)(i) IPC 1860",2
(2)(v) Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014,2
"(r),3(1) (s),3(1)(w) IPC 1860",2
"ANCIENT MONUMENT & ARCH.SITES & REMAINS RULES,1959",2
"(n),506,366 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",2
(2B) IPC 1860,2
"(a)(i),3(2)(i),9,8,5,4 ESSENTIAL COMMODITIES ACT, 1955",2
"(A),21,42,43 IPC 1860",2
"[1] [a],25(1B),29(A) IPC 1860",2
"(a),3(1)(b),3(1)(c),4(1)(a) ESSENTIAL COMMODITIES ACT, 1955",2
"(r),3(1)(s),3(1)(w),3(2)(va) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",2
"(r),3(1)(s),3(1)(w),3(2)(V),3(2)(v-a) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",2
"(I),109,147,366(A),149,363,366 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(i)(n),324,323,376(2)(I) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(v),3(1)(s) IPC 1860",1
"(n),376(3),109 Prohibition of Child Marriage Act 2006",1
"B,376(3) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(I),420,506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(v),504,506,34 SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",1
"(I),376(2)(n),376(2)(h) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(r),3(1)(s),3(1)(v),3(1)(w) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(J),376(2)(n),376(2)(h) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(I),376(2)(J),376(2)(L),376(2)(n) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(I),376(2)(h),376(2)(n) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(1),21(c),29 NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1985",1
(r)(s) INFORMATION TECHNOLOGY ACT 2008,1
"(n),366,376,363,109 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(s),3(1)(r),3(1)(t),3(2)(va) IPC 1860",1
"(i)(n),342,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(s) DOWRY PROHIBITION ACT, 1961",1
"(n),376(1),489A,376,149 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(n),376,363 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(f),376(2)(n),376(3),504,506,109,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(n),376(3),376 The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"(n),504,506 The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"(1),504,506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"A,376(2)(I),363 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(v),3(X),3(XI),3(1)(s),3(1)(r) IPC 1860",1
"(1),354A(1),109,506,149,354,363,366(A),376,376A PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(f),376(2)(n),506,109,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(n),376(3),376AB,506,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(n),34 SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",1
"(n),366,368,376,363 The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",1
"(V),3(X),3(1)(xi),3(1)(xii),3(2) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
(b) KARNATAKA FOREST ACT 1963,1
"(n),341,504,506,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(I),376(3) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",1
"(n),376(2)(I),376(3),506,504,366,376,363,366(A) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(B)(1),20(C),20(b)(ii)(A),20C,20B1,20 (a) NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT, 1985",1
"(n),376(3),366,376,363 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(n),376(3),506,504,149,376,448,323 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(i)(n),376(1) The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"(n),344,506,109,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(va),3(1)(s) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(n),376(1),344 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(i)(n),363,366(A) Prohibition of Child Marriage Act 2006",1
"(r),3(1)(s),3(1)(zb),3(1)(zc) IPC 1860",1
"(p),3(1)(q),3(1)(r),3(2)(va) IPC 1860",1
"(A),292(2)(B),505(2) INFORMATION TECHNOLOGY ACT 2000",1
"(2) (vi),3(1)(s),3(1)(r) IPC 1860",1
"(V)(VA),3 (2)(v) CHILD MARRIAGE RESTRAINT ACT",1
"(10)(11) The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",1
"A,376(1),376(2)(n) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(I),376(2)(i)(n),376(1) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(n),509,363,366(A) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(n),363,366(A) Prohibition of Child Marriage Act 2006",1
"(2)(v),3(1)(w) IPC 1860",1
"(n),376AB,323,504,506,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(iv),354A(1)(ii),354A(1)(i),504,506 INDIAN MOTOR VEHICLES ACT, 1988",1
"(n),363,366 CHILD MARRIAGE RESTRAINT ACT",1
"[1A] ARMS ACT, 1959",1
"(M),376(2)(J) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(s),3(2)(V) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(va),3(1)(w),3(1)(s) IPC 1860",1
"(I),376(2)(n),376(3),376DA PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(I),376(2)(n),504,34 SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",1
"(x),3(1)(xi),3(1)(x)(xii),3(2)(V) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(h),376(N) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
(zc) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,1
"(i)(n),366(A),363,354(A) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
A Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014,1
"A,504,506,109,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(a) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",1
"(s) ARMS ACT, 1959",1
"A,376(2)(J),376(2)(k),506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(f),3(1) (g),3 (1) (p),3(1) (r),3 (1) (u) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",1
"(z),3(2)(V),3(2)(v-a) IPC 1860",1
"A,34,366,342,363,366 A,506(2) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(A),5(1)(A) IPC 1860",1
"(s),3(1)(w),3(2)(v-a) IPC 1860",1
"(n),376(2)(k),503 INFORMATION TECHNOLOGY ACT 2000",1
"(n),109,506,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(n),506 CHILD MARRIAGE RESTRAINT ACT",1
"(n),376(1),354(A) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(n),363,149,506,109 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(n),376(3),511,376,376 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
(1) (i) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,1
"(r),3(2) IPC 1860",1
"(n),34,363,366 A,366 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(I),506,504,376 SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",1
"(n),506,504,376,420,323 SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",1
(2)(3) INFORMATION TECHNOLOGY ACT 2000,1
(11) INFORMATION TECHNOLOGY ACT 2000,1
"(r),3(2)(v-a),3(1)(w)(i)(ii) IPC 1860",1
"(n),366,342,363 IMMORAL TRAFFIC PREVENTION ACT, 1956",1
"(vii),3(1)(w),3(2)(v-a) IMMORAL TRAFFIC PREVENTION ACT, 1956",1
"(n),370(4),376(3),366(A),342,376(1) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(h),376(2)(n),506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(h),376(2)(n),366 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(n),109,506,366 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(n),366,114,366(A) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(n),376(3),506,366,363 Prohibition of Child Marriage Act 2006",1
"(n),366,363 SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",1
"(n),506,504,363 SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",1
"(n),376(3),363 SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",1
"(v),3(1)(w),3(1)(w)(i)(ii),3(2)(v-a),3(2)(V),3(1)(s),3(1)(r) IPC 1860",1
"A,114,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(s),3(1)(r),3(2)(v-a) INFORMATION TECHNOLOGY ACT 2008",1
"(5),3(I) IPC 1860",1
"(a),15(A),32,34,38A IPC 1860",1
"(i),4 KARNATAKA ESSENTIAL COMMODITIES (PUBLIC DISTRIBUTION SYSTEM) PUBLIC CONTROL ORDER 2016",1
"(r),3(1) (s),3(5) IPC 1860",1
"(A),177,180,196 IPC 1860",1
"(n),354C PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(n),420,323,504,506,34 SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",1
"(2B),5(1),5(D) IPC 1860",1
(5a) CHILD LABOUR (PROHIBITION & REGULATION) AMENDMENT ACT 2016,1
"(1) Juvenile Justice (Care and Protection of Children) Act, 2015",1
"A,376(2)(n) Prohibition of Child Marriage Act 2006",1
"(iv),354A(1)(iii),354A(1)(ii),354(A)(3),354(A)(2) INFORMATION TECHNOLOGY ACT 2008",1
"(11),3(1)(10) IPC 1860",1
"(V),8 IPC 1860",1
"(n),376(3),511,366,420,465,471,366(A),464,468 JUVENILE JUSTICE ACT, 2000",1
"(V),3(1)(w) CHILD MARRIAGE RESTRAINT ACT",1
(i)(n) INFORMATION TECHNOLOGY ACT 2008,1
"(I),354(D),354(A) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(r),3(1) (s),3(2)(V),3(2)(v-a) IPC 1860",1
"(x),3(1)(6) IPC 1860",1
"(r),3(1)(s),3(1)(t),3(1)(w),3(1)(w)(1),3(1)(w)(2),3(2) IPC 1860",1
"(a),4(2)(e),4 (2) (f),4 (2) (j),5(1) IPC 1860",1
"(a),4(2)(e),4(2) (h),5(1) IPC 1860",1
"(a),4(2)(e),4 (2) (j),4(2) (h),5(1),5(2),5(4) IPC 1860",1
"(a),4(2)(e),4(2) (h),5(1) THE DISASTER MANAGEMENT ACT, 2005",1
"(c),3(1)(r),3(1)(s),3(2)(va),3(1)(u) IPC 1860",1
"(s),3(1)(r),3(2)(va),3(1)(w),3(2)(va) IPC 1860",1
(ii) B The Karnataka Prisons (Amendment) Act-2022,1
"(r),3(1)(s),3(2)(v-a) Juvenile Justice (Care and Protection of Children) Act, 2015",1
"(w)(i),3(2)(v-a),3(1)(s),3(1)(r),3(2)(V) IPC 1860",1
(g) KARNATAKA LAND REVENUE ACT 1964,1
"(r),3(1)(s),2(v),3(1)(w) IPC 1860",1
"(n),506,504,366,363,376(3) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(r),3(1)(s) Prohibition of Child Marriage Act 2006",1
"(n),506,504,363,366(A) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(n),376(3),323,506 INFORMATION TECHNOLOGY ACT 2000",1
"(i),6,4,8 KARNATAKA ESSENTIAL COMMODITIES (PUBLIC DISTRIBUTION SYSTEM) PUBLIC CONTROL ORDER 2016",1
"(n),376(2)(J),506,344,109,114 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(b),20(C) NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1985",1
"/5,8 KARNATAKA ESSENTIAL COMMODITIES (PUBLIC DISTRIBUTION SYSTEM) PUBLIC CONTROL ORDER 2016",1
"(a),3(1)(d),3(1)(r),3(1)(s) Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014",1
"(r),3(1)(s),3(1)(za) IPC 1860",1
(11) Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014,1
"(xii),3(2)(5) IPC 1860",1
"(1) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",1
"(A),11(1) (L),11(E) IPC 1860",1
"(r),3(2)(v-a),3(1)(s) IPC 1860",1
"(c),3(1)(y),3(1)(za),3(1)(r)(s) IPC 1860",1
"(n),363,363A PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(i),4 IPC 1860",1
"(d),3(1)(r),3(1)(s),3(2)(v-a),3(1)(e) IPC 1860",1
"(r),3(1)(s),3(2)(V) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",1
"(xi),3(XII),3(1)(s),3(1)(r) IPC 1860",1
"A,343,376 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
(6) CHILD LABOUR (PROHIBITION & REGULATION) AMENDMENT ACT 2016,1
"(4),5(2) IPC 1860",1
"(4) Karnataka Prevention of Damage to Public Property Act, 1984",1
"(n),312,201,420,504,506,509 INFORMATION TECHNOLOGY ACT 2000",1
"(r),3(1)(s),3(1)(u) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",1
"(c),3(2)(v-a),3(1)(r) IPC 1860",1
"(n),354(D) The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"(3),177,196 IPC 1860",1
"(r),3(1) (s),3(2)(5) IPC 1860",1
"(V),3(1)(x) The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"(c),3(2)(V)(VA) IPC 1860",1
"(r) (s) The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",1
"(s),3(2)(va) The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
(4) INFORMATION TECHNOLOGY ACT 2008,1
"(a)(vi) KARNATAKA EXCISE ACT, 1965",1
(w)(i) Prohibition of Child Marriage Act 2006,1
"(s),3(1) (r) INDIAN MOTOR VEHICLES ACT, 1988",1
"B KARNATAKA POLICE ACT, 1963",1
"(v-a),3(2)(V),3(1)(r) IPC 1860",1
"(A),27 KARNATAKA POLICE ACT, 1963",1
"(T),3(1)(s),3(1)(r) IPC 1860",1
"(V),3(1)(xii) IPC 1860",1
"(A),354,511 INFORMATION TECHNOLOGY ACT 2000",1
"B,342 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(s),3(2)(va) The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",1
"(r),3(1)(s),3(2)(V) The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",1
"(2)(v) THE PROHIBITION OF CHILD MARRIAGE (KARNATAKA AMENDMENT) ACT, 2016",1
"(L),11(1) (K),11(1) (H),11(1) (F),11(1) (E),11(1) (A) KARNTAKA PREVENTION OF COW SLANGHTER & CATTLE PREVENTION ACT-1964",1
"(s),3 (2)(v) IPC 1860",1
(II) PROHIBITION ON SALE OF CIGARATTE AND OTHER TOBACCO PRODUCTS AROUND EDUCATIONAL INSTITUTIONS – 2004,1
"(2),3(1)(x) Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014",1
"(2),102 IPC 1860",1
"(r),3(1)(s),3(2),3(2)(v-a) IPC 1860",1
"(g),10 EMIGRATION ACT, 1983",1
"(g) EMIGRATION ACT, 1983",1
"(3),506,509,504 INFORMATION TECHNOLOGY ACT 2000",1
"(2),354(A)(3) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(i)(n),366(A) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",1
"A,342,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(va),3(2) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",1
"A,377,376 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(w),3(1)(s),3(1)(r) The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",1
"(2)(v),3(1)(s),3(1)(r),3(2)(va),3(1) (r) (s) IPC 1860",1
"(n),452 The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"(ii),354A(1)(i),354(D) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(II),5(p) IPC 1860",1
"(va),3(1)(s),3(1)(r) EXPLOSIVE SUBSTANCES ACT, 1908",1
"(r),3(1)(s),3(2)(V),3(1)(z),3(2)(v-a) PREVENTION OF DESTRUCTION AND LOSS OF PROPERTY ACT, 1981",1
"(f),376(2)(k),376(2)(n),109,149 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(II),6,17 JUVENILE JUSTICE ACT, 2000",1
"(J),354(D) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(ii),354A(1)(i),376(2)(I),506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(f),376(2)(h),376(2)(n),376(3) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(II),5(j),5(p),6 IPC 1860",1
"(I),376(2)(J),376(2)(k),376(2)(L) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(f),376(2)(n),323,312,504,498A,34,109,376(3) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(v),3(2)(V),3(1)(r),3(V) IPC 1860",1
"(v),3(2)(V),3(1)(s),3(1)(r),3(2)(v-a) IPC 1860",1
"(n),363 The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",1
"(I),376(N),506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(II),3(a) JUVENILE JUSTICE ACT, 2000",1
"(n),376(2)(h),506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(I),506,509 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(i),354A(1)(ii),354(D)(1),34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(i),354A(1)(ii),354(B),509 The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",1
"(w)(1),3(1)(w)(2),3(2)(va) The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"(f),3(1)(g) The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",1
"(r),3(1)(s),3(1)(w)(i) The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",1
"(ii),376,376(2)(n),420,34 SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",1
"(r),3(1)(s),3(1)(w)(i),3(1)(w)(i)(ii),3(2)(V) Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014",1
"(J),376(2)(n),506,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(ii),354A(1)(i) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(r),3(1)(s),3(1)(u),3(1)(v) IPC 1860",1
"(f),376(2)(I),323,506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(w)(i),3(1)(w)(i)(ii),3(2)(V),3(1)(s),3(1)(r) IPC 1860",1
"(r),3(1)(s),3(1)(g) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",1
(za) The SC & ST (Prevention of Atrocities) Amendment Act 2015,1
"(n),376(2)(I),366(A) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(1),354A(1)(ii) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(w)(i),3 (2)(v),3(2)(va),3(1)(s),3(1)(r) IPC 1860",1
"(f) The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",1
"(V),3(1)(w)(2),3(2)(va) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(1),376(2)(n),344,109 THE PROHIBITION OF CHILD MARRIAGE (KARNATAKA AMENDMENT) ACT, 2016",1
"(1B) (a),28,30 IPC 1860",1
