src,src_type,dst,dst_type,weight,log_weight,src_community,dst_community
RIOTS,crime_head,"KARNATAKA PROHIBITION OF VIOLENCE AGAINST MEDICARE SERVICE PERSONNEL AND DAMAGE TO PROPERTY IN MEDICARE SERVICE INSTITUTIONS ACT , 2009",act,16,2.833,5,5
COMMUNAL / RELIGION,crime_head,KARNATAKA PREVENTION OF DISTRUCTION & LOSS OF PROPERTY ACT 1981,act,16,2.833,2,5
Karnataka State Local Act,crime_head,TRADE MARKS ACT 1999,act,16,2.833,0,2
CHEATING,crime_head,KARNATAKA PRISONERS ACT - 1963,act,16,2.833,2,0
CRIMINAL TRESPASS,crime_head,"PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT, 1984",act,16,2.833,5,5
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"(V),3(1)(s),3(1)(r) IPC 1860",act,16,2.833,1,1
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"(va),3(1)(r),3(1)(s) IPC 1860",act,16,2.833,1,1
THEFT,crime_head,(d) IPC 1860,act,16,2.833,0,0
Karnataka State Local Act,crime_head,"(h),5(1),5(4) IPC 1860",act,16,2.833,0,0
"CODE OF CRIMINAL PROCEDURE, 1973",act,ROBBERY,crime_head,16,2.833,0,5
OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),crime_head,"PREVENTION OF CRUELTY TO ANIMALS ACT, 1960",act,16,2.833,5,0
IPC 1860,act,ANTIQUES (CULTURAL PROPERTY),crime_head,16,2.833,2,2
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"(5a),3(1)(r)(s) IPC 1860",act,16,2.833,1,1
PASSPORT ACT,crime_head,"REGISTRATION OF FOREIGNERS ACT, 1939",act,16,2.833,7,7
Karnataka State Local Act,crime_head,"REPRESENTATION OF PEOPLE ACT, 1951 & 1988",act,16,2.833,0,4
MISCHIEF,crime_head,INDIAN TELEGRAPH ACT - 1885,act,16,2.833,5,5
CONSUMER,crime_head,"(a)(b)(c),4(1)(A) ESSENTIAL COMMODITIES ACT, 1955",act,16,2.833,6,6
CRIMES RELATED TO WOMEN,crime_head,"Juvenile Justice (Care and Protection of Children) Act, 2015",act,15,2.773,2,3
CONSUMER,crime_head,"The Karnataka Essential Commodities (Maintenance of Accounts, Display of Prices and Stocks) Order, 1981",act,15,2.773,6,6
Karnataka State Local Act,crime_head,KARNATAKA PREVENTION OF ANIMAL SACRIFICES ACT 1959,act,15,2.773,0,0
CHEATING,crime_head,KARNATAKA AYURVEDIC & UNANI PRACT. REGI. & MEDICAL PRACT. MISC. PROV. ACT,act,15,2.773,2,2
CRIMINAL INTIMIDATION,crime_head,"SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",act,15,2.773,5,1
NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,crime_head,(ii) (B) IPC 1860,act,15,2.773,7,7
MOTOR VEHICLE ACCIDENTS FATAL,crime_head,MMDR (MINES AND MINERALS REGULATION OF DEVELOPMENT) ACT 1957,act,15,2.773,0,0
MOTOR VEHICLE ACCIDENTS FATAL,crime_head,INDIAN ELECTRICITY ACT (AMEND.) 2003,act,15,2.773,0,0
Karnataka State Local Act,crime_head,(1A) KARNATAKA LAND REVENUE ACT 1964,act,15,2.773,0,0
OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),crime_head,KARNATAKA OPEN PLACE DISFIGUREMENT ACT 1951 & 1981,act,15,2.773,5,4
CASES OF HURT,crime_head,The SC & ST (Prevention of Atrocities) Amendment Act 2015,act,15,2.773,5,1
CASES OF HURT,crime_head,"RAILWAYS ACT, 1989",act,15,2.773,5,5
"CODE OF CRIMINAL PROCEDURE, 1973",act,ANIMAL,crime_head,15,2.773,0,0
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"(r),3(1)(s),3(2)(v-a),3(1)(w) IPC 1860",act,15,2.773,1,1
POCSO,crime_head,(B) IPC 1860,act,15,2.773,3,7
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,(W) (I) IPC 1860,act,15,2.773,1,1
"KARNATAKA EXCISE ACT, 1965",act,POISONING-PROFESSIONAL,crime_head,15,2.773,4,2
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"(s),3(1)(r),3(2)(v-a) IPC 1860",act,15,2.773,1,1
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,(f) IPC 1860,act,15,2.773,1,1
Karnataka State Local Act,crime_head,The Specified Bank Notes (Cessation of Liabilities) Act 2017,act,15,2.773,0,0
NEGLIGENT ACT,crime_head,"GAS SUPPLY ACT(LPG ACT REGULATION AND SUPPLY DISTRIBUTION ORDER 2000),1939",act,15,2.773,0,6
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,(w)(i) IPC 1860,act,15,2.773,1,1
MOTOR VEHICLE ACCIDENTS NON-FATAL,crime_head,"PREV. OF DAMAGE TO PUBLIC PROPERTY ACT, 1984",act,15,2.773,0,5
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"(s),3(2)(va) IPC 1860",act,15,2.773,1,1
Karnataka State Local Act,crime_head,KARNATAKA REGISTRATION ACT 1908,act,15,2.773,0,2
POCSO,crime_head,(2)(v) IPC 1860,act,15,2.773,3,1
POCSO,crime_head,"(n),366(A) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",act,15,2.773,3,3
POCSO,crime_head,(L) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,15,2.773,3,3
CHEATING,crime_head,"DRUGS AND COSMETICS ACT, 1940",act,15,2.773,2,2
RAPE,crime_head,(n) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,15,2.773,1,3
MOTOR VEHICLE ACCIDENTS NON-FATAL,crime_head,(A) IPC 1860,act,15,2.773,0,0
DEATHS DUE TO RASHNESS/NEGLIGENCE,crime_head,INDIAN ELECTRICITY ACT (AMEND.) 2003,act,15,2.773,0,0
UNLAWFUL ACTIVITIES(Prevention)ACT 1967,crime_head,"UNLAWFUL ACTIVITIES (PREVENTION) ACT, 1967",act,14,2.708,2,2
Karnataka State Local Act,crime_head,(A) KARNTAKA PREVENTION OF COW SLANGHTER & CATTLE PREVENTION ACT-1964,act,14,2.708,0,0
MURDER,crime_head,"Juvenile Justice (Care and Protection of Children) Act, 2015",act,14,2.708,1,3
MOTOR VEHICLE ACCIDENTS FATAL,crime_head,"-ii INDIAN MOTOR VEHICLES ACT, 1988",act,14,2.708,0,0
Karnataka State Local Act,crime_head,"INDIAN ARMS ACT, 1959",act,14,2.708,0,5
RIOTS,crime_head,"Karnataka Prevention of Damage to Public Property Act, 1984",act,14,2.708,5,5
POCSO,crime_head,(W) (I) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,14,2.708,3,3
POCSO,crime_head,(v-a) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,14,2.708,3,1
MOTOR VEHICLE ACCIDENTS NON-FATAL,crime_head,KARNATAKA ELECTRICITY REFORM ACT 1999,act,14,2.708,0,2
POCSO,crime_head,"(f),506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",act,14,2.708,3,3
ATTEMPT TO MURDER,crime_head,PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,14,2.708,5,3
MMDR (MINES AND MINERALS REGULATION OF DEVELOPMENT) ACT 1957,act,PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT 1984,crime_head,14,2.708,0,5
POCSO,crime_head,(w)(i)(ii) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,14,2.708,3,3
POCSO,crime_head,"(n),376(1) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",act,14,2.708,3,3
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"(w),3(1)(s),3(1)(r) IPC 1860",act,14,2.708,1,1
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"ARMS ACT, 1959",act,14,2.708,1,5
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"(s),3(2)(v-a) IPC 1860",act,14,2.708,1,1
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"(r)(s),3(2)(5a) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",act,14,2.708,1,1
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"(w)(i)(ii),3(2)(va) IPC 1860",act,14,2.708,1,3
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,(r) The SC & ST (Prevention of Atrocities) Amendment Act 2015,act,14,2.708,1,1
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"(r),3(1)(s) Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014",act,14,2.708,1,1
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"(r),3(1) (s),3(2)(5a) IPC 1860",act,14,2.708,1,1
FORGERY,crime_head,"PASSPORTS ACT, 1967",act,14,2.708,2,7
CONSUMER,crime_head,FERTILIZER ACT,act,14,2.708,6,6
CONSUMER,crime_head,"(i),8 ESSENTIAL COMMODITIES ACT, 1955",act,14,2.708,6,6
THEFT,crime_head,"THE CENTRAL MOTOR VEHICLES RULES, 1989",act,14,2.708,0,0
CONSUMER,crime_head,"(i),4,6,8 KARNATAKA ESSENTIAL COMMODITIES (PUBLIC DISTRIBUTION SYSTEM) PUBLIC CONTROL ORDER 2016",act,14,2.708,6,6
MISCHIEF,crime_head,-1(B) (b) IPC 1860,act,14,2.708,5,5
THEFT,crime_head,(D) IPC 1860,act,13,2.639,0,0
"CODE OF CRIMINAL PROCEDURE, 1973",act,DACOITY,crime_head,13,2.639,0,5
"WILD LIFE (PROTECTION) ACT, 1972",act,INDIAN ELECTRICITY ACT,crime_head,13,2.639,5,0
Disobedience to Order Promulgated by PublicServan,crime_head,"RELIGIOUS INSTITUTIONS (PREVENTION OF MISUSE) ACT, 1988",act,13,2.639,4,4
CONSUMER,crime_head,"Kerosene (Restriction on use and Fixation of selling price) Act, 1993",act,13,2.639,6,6
CONSUMER,crime_head,"ESSENTIAL COMMODITIES (LICENSING) ORDER, 1986",act,13,2.639,6,6
MISCHIEF,crime_head,"Karnataka Prevention of Damage to Public Property Act, 1984",act,13,2.639,5,5
CHEATING,crime_head,"The Prize Chits and Money Circulation Schemes (Banning) Act, 1978",act,13,2.639,2,2
"NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1985",act,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),crime_head,13,2.639,7,5
"SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",act,DOWRY DEATHS,crime_head,13,2.639,1,2
INFORMATION TECHNOLOGY ACT 2000,act,OFFENCES PROMOTING ENEMITY,crime_head,13,2.639,2,2
INFORMATION TECHNOLOGY ACT 2000,act,ROBBERY,crime_head,13,2.639,2,5
IPC 1860,act,RECEIVING OF STOLEN PROPERTY,crime_head,13,2.639,2,2
NEGLIGENT ACT,crime_head,Karnataka Electricity Act 2003,act,13,2.639,0,0
RIOTS,crime_head,"THE DISASTER MANAGEMENT ACT, 2005",act,13,2.639,5,4
PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT 1984,crime_head,KARNATAKA PREVENTION OF DISTRUCTION & LOSS OF PROPERTY ACT 1981,act,13,2.639,5,5
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"INDIAN ARMS ACT, 1959",act,13,2.639,1,5
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"(r),3(1)(s),3(1)(w)(i)(ii) IPC 1860",act,13,2.639,1,1
Karnataka State Local Act,crime_head,"(1A),21(2),21(3),21(4),21(4A),21(5) IPC 1860",act,13,2.639,0,0
Karnataka State Local Act,crime_head,(A) THE KARNATAKA PREVENTION OF SLAUGHTER AND PRESERVATION OF CATTLE ACT-2020,act,13,2.639,0,0
Karnataka State Local Act,crime_head,FOOD SAFETY AND STANDARDS ACT-2006,act,13,2.639,0,4
Karnataka State Local Act,crime_head,KARNATAKA ESSENTIAL COMMODITIES( PUBLIC DISTRIBUTION SYSTEM) PUBLIC CONTROL ORDER 1992,act,13,2.639,0,6
Karnataka State Local Act,crime_head,KARNATAKA ESSENTIAL COMMODITIES (PUBLIC DISTRIBUTION SYSTEM) PUBLIC CONTROL ORDER 2016,act,13,2.639,0,6
Karnataka State Local Act,crime_head,"(h),5,9 IPC 1860",act,13,2.639,0,0
Karnataka State Local Act,crime_head,"Karnataka Prevention of Damage to Public Property Act, 1984",act,13,2.639,0,5
Karnataka State Local Act,crime_head,(D) THE KARNATAKA PREVENTION OF SLAUGHTER AND PRESERVATION OF CATTLE ORDINANCE-2020,act,13,2.639,0,0
Karnataka State Local Act,crime_head,"REPRESENTATION OF PEOPLE ACT, 1950,1951,1989",act,13,2.639,0,4
COPY RIGHT ACT 1957,crime_head,"(b),63 IPC 1860",act,13,2.639,2,2
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"(va) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",act,13,2.639,1,1
CASES OF HURT,crime_head,"Maintenance and Welfare of Parents and Senior Citizens Act, 2007",act,13,2.639,5,0
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,(V) The SC & ST (Prevention of Atrocities) Amendment Act 2015,act,13,2.639,1,1
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,(v-a) Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014,act,13,2.639,1,1
CRIMINAL INTIMIDATION,crime_head,KARNATAKA MONEY LENDERS ACT 1961,act,13,2.639,5,2
CRIMINAL INTIMIDATION,crime_head,"KARNATAKA PROHIBITION OF VIOLENCE AGAINST MEDICARE SERVICE PERSONNEL AND DAMAGE TO PROPERTY IN MEDICARE SERVICE INSTITUTIONS ACT , 2009",act,13,2.639,5,5
POCSO,crime_head,"(n),114 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",act,13,2.639,3,3
POCSO,crime_head,(n) The SC & ST (Prevention of Atrocities) Amendment Act 2015,act,13,2.639,3,3
POCSO,crime_head,"(II),5(L),5(n),6 IPC 1860",act,13,2.639,3,3
"INDIAN MOTOR VEHICLES ACT, 1988",act,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,crime_head,13,2.639,0,7
"INDIAN MOTOR VEHICLES ACT, 1988",act,PUBLIC NUISANCE,crime_head,13,2.639,0,4
DACOITY,crime_head,-1(B) (b) IPC 1860,act,13,2.639,5,5
RIOTS,crime_head,"EXPLOSIVES ACT, 1884",act,13,2.639,5,8
CONSUMER,crime_head,THE FERTILISER (CONTROL) ORDER,act,12,2.565,6,6
CONSUMER,crime_head,MOTOR SPIRIT & HIGH SPEED DIESEL ORDER ACT 1999,act,12,2.565,6,6
CHEATING,crime_head,"DOWRY PROHIBITION ACT, 1961",act,12,2.565,2,2
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"(r)(s) The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",act,12,2.565,1,1
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"(r),3(2)(va),3(1)(s) IPC 1860",act,12,2.565,1,1
POCSO,crime_head,"(n),149 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",act,12,2.565,3,3
"KARNATAKA POLICE ACT, 1963",act,NEGLIGENT ACT,crime_head,12,2.565,4,0
MOTOR VEHICLE ACCIDENTS FATAL,crime_head,KARNATAKA MINOR MINERAL CONSISTENT RULE 1994,act,12,2.565,0,0
ANIMAL,crime_head,"(D),11(1) (A) INDIAN MOTOR VEHICLES ACT, 1988",act,12,2.565,0,0
ATTEMPT TO MURDER,crime_head,(B) IPC 1860,act,12,2.565,5,7
"SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",act,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,crime_head,12,2.565,1,0
POCSO,crime_head,"(w),3(2)(V) IPC 1860",act,12,2.565,3,3
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"(r),3(1) (s),3(2)(v-a) IPC 1860",act,12,2.565,1,1
Karnataka State Local Act,crime_head,"(10),21(5) KARNATAKA LAND REVENUE ACT 1964",act,12,2.565,0,0
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"(s),3(1) (r) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",act,12,2.565,1,1
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"(r),3(2)(v-a),3(1) (s) IPC 1860",act,12,2.565,1,1
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"(W) (I) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",act,12,2.565,1,1
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,(s) The SC & ST (Prevention of Atrocities) Amendment Act 2015,act,12,2.565,1,1
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"(r),3(1)(s),3 (2)(v) IPC 1860",act,12,2.565,1,1
OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),crime_head,The Karnataka Phohibition of Violence against Medicare service personnel and Damage to Property in Medicare Service Institutions Act 2009,act,12,2.565,5,2
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"(r),2(v) IPC 1860",act,12,2.565,1,1
MOTOR VEHICLE ACCIDENTS NON-FATAL,crime_head,"CODE OF CRIMINAL PROCEDURE, 1973",act,12,2.565,0,0
INFORMATION TECHNOLOGY ACT 2008,act,CRUELTY BY HUSBAND,crime_head,12,2.565,2,2
POCSO,crime_head,(ii) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,12,2.565,3,3
INFORMATION TECHNOLOGY ACT 2000,act,FORGERY,crime_head,12,2.565,2,2
CYBER CRIME,crime_head,(B) INFORMATION TECHNOLOGY ACT 2000,act,12,2.565,2,2
CYBER CRIME,crime_head,(iii) INFORMATION TECHNOLOGY ACT 2000,act,12,2.565,2,2
POCSO,crime_head,"(f),376(2)(n),506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",act,12,2.565,3,3
POCSO,crime_head,"(n),343 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",act,12,2.565,3,3
"ARMS ACT, 1959",act,ANIMAL,crime_head,12,2.565,5,0
POCSO,crime_head,"(n),363,366(A) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",act,12,2.565,3,3
"KARNATAKA EXCISE ACT, 1965",act,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,crime_head,12,2.565,4,7
NEGLIGENT ACT,crime_head,"THE CENTRAL MOTOR VEHICLES RULES, 1989",act,12,2.565,0,0
NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,crime_head,"FOREIGNERS ORDER ACT, 1948",act,12,2.565,7,7
NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,crime_head,"(i) NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT, 1985",act,12,2.565,7,7
IPC 1860,act,RAILWAYS ACT,crime_head,12,2.565,2,5
MOLESTATION,crime_head,"PREVENTION OF DESTRUCTION AND LOSS OF PROPERTY ACT, 1981",act,11,2.485,2,5
MOLESTATION,crime_head,KARNATAKA MONEY LENDERS ACT 1961,act,11,2.485,2,2
KARNATAKA MINOR MINERAL CONSISTENT RULE 1994,act,PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT 1984,crime_head,11,2.485,0,5
THEFT,crime_head,(1A) KARNATAKA MINOR MINERAL CONSISTENT RULE 1994,act,11,2.485,0,0
THEFT,crime_head,"/181 INDIAN MOTOR VEHICLES ACT, 1988",act,11,2.485,0,0
CHILDREN ACT,crime_head,"BONDED LABOUR SYSTEM (ABOLITION) ACT, 1976",act,11,2.485,3,2
"CODE OF CRIMINAL PROCEDURE, 1973",act,BURGLARY - DAY,crime_head,11,2.485,0,2
ANIMAL,crime_head,"INDIAN ARMS ACT, 1959",act,11,2.485,0,5
ANIMAL,crime_head,INDIAN ELECTRICITY ACT (AMEND.) 2003,act,11,2.485,0,0
ANIMAL,crime_head,(A) KARNTAKA PREVENTION OF COW SLANGHTER & CATTLE PREVENTION ACT-1964,act,11,2.485,0,0
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"(r),3(1)(s),3(2)(v-a),3(2)(V) IPC 1860",act,11,2.485,1,1
NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,crime_head,"(ii) C NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1985",act,11,2.485,7,7
OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),crime_head,"REPRESENTATION OF PEOPLE ACT, 1950,1951,1989",act,11,2.485,5,4
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"KARNATAKA PROHIBITION OF CHARGING EXORBITANT INTEREST ACT, 2004",act,11,2.485,1,2
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"(va),0 IPC 1860",act,11,2.485,1,1
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"(r),3(1)(s),3(1)(w)(i)(ii),3(2)(va) IPC 1860",act,11,2.485,1,1
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"(r),3(2)(5a) IPC 1860",act,11,2.485,1,1
POCSO,crime_head,"(f),376(2)(I) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",act,11,2.485,3,3
"INDIAN MOTOR VEHICLES ACT, 1988",act,EXPLOSIVES,crime_head,11,2.485,0,8
Karnataka State Local Act,crime_head,The Bangalore Water Supply and Sewerage (Amendment) Act 2011,act,11,2.485,0,0
KARNATAKA OPEN PLACE DISFIGUREMENT ACT 1951 & 1981,act,PUBLIC NUISANCE,crime_head,11,2.485,4,4
Karnataka State Local Act,crime_head,"(a),4(2) (h),5(1),5(3) THE DISASTER MANAGEMENT ACT, 2005",act,11,2.485,0,0
MOTOR VEHICLE ACCIDENTS NON-FATAL,crime_head,"MOTOR VEHICLE (TAX) ACT, 1958",act,11,2.485,0,0
INFORMATION TECHNOLOGY ACT 2008,act,OFFENCES PROMOTING ENEMITY,crime_head,11,2.485,2,2
IPC 1860,act,Giving false information respecting an offence com,crime_head,11,2.485,2,2
DACOITY,crime_head,KARNATAKA PREVENTION OF DISTRUCTION & LOSS OF PROPERTY ACT 1981,act,11,2.485,5,5
MOTOR VEHICLE ACCIDENTS NON-FATAL,crime_head,"PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT, 1984",act,11,2.485,0,5
PUBLIC SAFETY,crime_head,KARNTAKA PREVENTION OF COW SLANGHTER & CATTLE PREVENTION ACT-1964,act,11,2.485,4,0
"KARNATAKA POLICE ACT, 1963",act,REPRESENTATION OF PEOPLE ACT 1951 & 1988,crime_head,11,2.485,4,4
CHEATING,crime_head,KARNATAKA ESSENTIAL COMMODITIES( PUBLIC DISTRIBUTION SYSTEM) PUBLIC CONTROL ORDER 1992,act,11,2.485,2,6
INFORMATION TECHNOLOGY ACT 2000,act,INSULTING MODESTY OF WOMEN (EVE TEASING),crime_head,11,2.485,2,2
"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",crime_head,TOBACCO BOARD (AMENDMENT) ACT 1975,act,11,2.485,4,4
CHEATING,crime_head,"PREVENTION OF CORRUPTION ACT, 1988",act,11,2.485,2,2
CONSUMER,crime_head,"(a)(i) GAS SUPPLY ACT(LPG ACT REGULATION AND SUPPLY DISTRIBUTION ORDER 2000),1939",act,11,2.485,6,6
POCSO,crime_head,"(II),6 CHILD MARRIAGE RESTRAINT ACT",act,11,2.485,3,3
NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,crime_head,(ii) B IPC 1860,act,11,2.485,7,7
CRIMINAL INTIMIDATION,crime_head,"Maintenance and Welfare of Parents and Senior Citizens Act, 2007",act,11,2.485,5,0
KARNATAKA POLICE ACT 1963,crime_head,"(d),102 KARNATAKA POLICE ACT, 1963",act,11,2.485,4,0
Karnataka State Local Act,crime_head,"PETROLEUM ACT, 1934",act,11,2.485,0,6
POCSO,crime_head,"(n) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",act,11,2.485,3,1
POCSO,crime_head,"(f),376(2)(I),376(2)(n) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",act,11,2.485,3,3
Karnataka State Local Act,crime_head,"(D),11(1) (A) INDIAN MOTOR VEHICLES ACT, 1988",act,11,2.485,0,0
Karnataka State Local Act,crime_head,KARNATAKA MOTOR VEHICLE RULE,act,11,2.485,0,0
CASES OF HURT,crime_head,"PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT, 1984",act,11,2.485,5,5
Karnataka State Local Act,crime_head,The Karnataka Phohibition of Violence against Medicare service personnel and Damage to Property in Medicare Service Institutions Act 2009,act,11,2.485,0,2
POCSO,crime_head,(w) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,11,2.485,3,3
POCSO,crime_head,(W) (I) IPC 1860,act,11,2.485,3,1
RAPE,crime_head,(v-a) IPC 1860,act,10,2.398,1,1
"THE DISASTER MANAGEMENT ACT, 2005",act,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",crime_head,10,2.398,4,4
"KARNATAKA POLICE ACT, 1963",act,DACOITY,crime_head,10,2.398,4,5
"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",crime_head,FOOD SAFETY AND STANDARDS ACT-2006,act,10,2.398,4,4
WRONGFUL RESTRAINT/CONFINEMENT,crime_head,KARNATAKA PREVENTION OF DISTRUCTION & LOSS OF PROPERTY ACT 1981,act,10,2.398,2,5
THEFT,crime_head,"IV(B),31R(13) KARNATAKA MINOR MINERAL CONSISTENT RULE 1994",act,10,2.398,0,0
THEFT,crime_head,IV(B) KARNATAKA MINOR MINERAL CONSISTENT RULE 1994,act,10,2.398,0,0
THEFT,crime_head,INFORMATION TECHNOLOGY ACT 2008,act,10,2.398,0,2
POCSO,crime_head,"(n),504,506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",act,10,2.398,3,3
CrPC,crime_head,"(d) KARNATAKA POLICE ACT, 1963",act,10,2.398,0,0
INDIAN ELECTRICITY ACT,crime_head,"WILD ANIMAL PROTECTION ACT, 1972",act,10,2.398,0,0
MOLESTATION,crime_head,"PREVENTION OF CRUELTY TO ANIMALS ACT, 1960",act,10,2.398,2,0
CONSUMER,crime_head,"(i),4,8 KARNATAKA ESSENTIAL COMMODITIES (PUBLIC DISTRIBUTION SYSTEM) PUBLIC CONTROL ORDER 2016",act,10,2.398,6,6
INFORMATION TECHNOLOGY ACT 2000,act,SUICIDE,crime_head,10,2.398,2,2
PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,UNNATURAL SEX,crime_head,10,2.398,3,2
ROBBERY,crime_head,"RAILWAYS ACT, 1989",act,10,2.398,5,5
PUBLIC SAFETY,crime_head,"(e),4(2) (h),5(1) IPC 1860",act,10,2.398,4,4
PUBLIC SAFETY,crime_head,"PREVENTION OF CRUELTY TO ANIMALS ACT, 1960",act,10,2.398,4,0
CHEATING,crime_head,"FOREIGNERS ACT, 1946",act,10,2.398,2,7
CHEATING,crime_head,"NEGOTIABLE INSTRUMENTS ACT, 1881",act,10,2.398,2,0
CHEATING,crime_head,KARNATAKA LAND REVENUE(AMENDMENT) ACT-2007,act,10,2.398,2,0
CRIMINAL TRESPASS,crime_head,"INDIAN ARMS ACT, 1959",act,10,2.398,5,5
