src_type,src,dst_type,dst,weight
crime_head,CRIMINAL TRESPASS,district,Vijayanagara,125
crime_head,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),act,"KARNATAKA PROHIBITION OF VIOLENCE AGAINST MEDICARE SERVICE PERSONNEL AND DAMAGE TO PROPERTY IN MEDICARE SERVICE INSTITUTIONS ACT , 2009",124
crime_head,BURGLARY - DAY,district,Bidar,124
crime_head,ARMS ACT 1959,district,Chikkamagaluru,124
crime_head,KIDNAPPING AND ABDUCTION,district,K.G.F,124
crime_head,CONSUMER,district,Raichur,124
crime_head,COMMUNAL / RELIGION,district,Uttara Kannada,124
crime_head,CONSUMER,district,Chitradurga,123
crime_head,Karnataka State Local Act,district,ISD Bengaluru,123
crime_head,DACOITY,district,Mandya,123
crime_head,BURGLARY - DAY,district,Mangaluru City,123
crime_head,MOTOR VEHICLE ACCIDENTS FATAL,act,"MOTOR VEHICLE ACT, 1954",122
act,The SC & ST (Prevention of Atrocities) Amendment Act 2015,act,"The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",122
crime_head,BURGLARY - DAY,district,Chikkaballapura,122
crime_head,MURDER,district,Gadag,122
crime_head,CYBER CRIME,district,Kalaburagi City,122
crime_head,AFFRAY,district,Tumakuru,122
crime_head,CRIMES RELATED TO WOMEN,district,Yadgir,122
act,(r)(s) IPC 1860,act,IPC 1860,121
act,"(D) INDIAN MOTOR VEHICLES ACT, 1988",act,KARNTAKA PREVENTION OF COW SLANGHTER & CATTLE PREVENTION ACT-1964,120
crime_head,ELECTION,district,Mysuru,120
act,"THE DISASTER MANAGEMENT ACT, 2005",act,"THE EPIDEMIC DISEASES (AMENDMENT) ORDINANCE, 2020",119
crime_head,CRIMES RELATED TO WOMEN,district,Belagavi,119
crime_head,ROBBERY,district,Dakshina Kannada,119
crime_head,Karnataka State Local Act,act,"(A) INDIAN MOTOR VEHICLES ACT, 1988",118
crime_head,CYBER CRIME,district,Bagalkote,118
crime_head,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,district,Bidar,118
crime_head,AFFRAY,district,Mandya,118
crime_head,BONDED LABOUR SYSTEM,act,"BONDED LABOUR SYSTEM (ABOLITION) ACT, 1976",117
crime_head,Karnataka State Local Act,act,"PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT, 1984",117
crime_head,POCSO,act,"Juvenile Justice (Care and Protection of Children) Act, 2015",117
act,"(A) INDIAN MOTOR VEHICLES ACT, 1988",act,KARNTAKA PREVENTION OF COW SLANGHTER & CATTLE PREVENTION ACT-1964,117
act,"KARNATAKA POLICE ACT, 1963",act,KARNTAKA PREVENTION OF COW SLANGHTER & CATTLE PREVENTION ACT-1964,117
crime_head,CRIMINAL INTIMIDATION,district,Yadgir,117
act,(r)(s)(2)(va) IPC 1860,act,The SC & ST (Prevention of Atrocities) Amendment Act 2015,116
act,IPC 1860,act,The Karnataka Protection of Interest Depositors in Financial Establishment Act 2004,116
act,"Juvenile Justice (Care and Protection of Children) Act, 2015",act,PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,116
crime_head,SCHEDULED CASTE AND THE SCHEDULED TRIBES,act,(r)(s)(2)(va) IPC 1860,115
crime_head,ANIMAL,act,"WILD LIFE (PROTECTION) ACT, 1972",114
crime_head,Karnataka State Local Act,act,"(D) INDIAN MOTOR VEHICLES ACT, 1988",114
crime_head,CONSUMER,district,Chamarajanagar,114
crime_head,WRONGFUL RESTRAINT/CONFINEMENT,district,Hassan,114
crime_head,CYBER CRIME,district,Kalaburagi,114
crime_head,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,district,Mandya,114
crime_head,FORGERY,district,Mysuru City,114
crime_head,CHILDREN ACT,district,Ramanagara,114
act,(1A) KARNATAKA MINOR MINERAL CONSISTENT RULE 1994,act,MMDR (MINES AND MINERALS REGULATION OF DEVELOPMENT) ACT 1957,113
crime_head,COMMUNAL / RELIGION,district,Bengaluru City,113
crime_head,Concealment of birth by secret disposal of Child,district,Bengaluru City,113
crime_head,KARNATAKA POLICE ACT 1963,district,Karnataka Railways,113
crime_head,FOREST,act,IPC 1860,112
crime_head,POCSO,act,(II) IPC 1860,112
act,"(r),3(1)(s),3(2)(v-a) IPC 1860",act,IPC 1860,112
crime_head,SUICIDE,district,Chamarajanagar,112
crime_head,NEGLIGENT ACT,district,Kodagu,112
crime_head,CYBER CRIME,district,Koppal,112
crime_head,CRIMINAL MISAPPROPRIATION,act,IPC 1860,111
crime_head,SCHEDULED CASTE AND THE SCHEDULED TRIBES,act,(V) IPC 1860,111
crime_head,MISCHIEF,act,"PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT, 1984",111
act,(1A) KARNATAKA MINOR MINERAL CONSISTENT RULE 1994,act,IPC 1860,111
crime_head,CRIMINAL BREACH OF TRUST,district,Belagavi,111
crime_head,RAPE,district,Vijayapura,111
crime_head,ANIMAL,act,"(A) INDIAN MOTOR VEHICLES ACT, 1988",110
crime_head,Karnataka State Local Act,act,The Central Motor Vehicle Rules 2015,110
crime_head,CHEATING,act,"PRIZE CHITS & MONEY CIRCULATION SCHEMES (BANNING) ACT, 1978",110
crime_head,CHILDREN ACT,act,"JUVENILE JUSTICE ACT, 2000",110
crime_head,CHEATING,act,KARNATAKA PROTECTION OF INTEREST DEPOSITORS EXORBITANT ACT 2004,110
crime_head,FOREIGNER,act,IPC 1860,110
act,(x) IPC 1860,act,"SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",110
crime_head,MURDER,district,Dakshina Kannada,110
crime_head,FORGERY,district,Hubballi-Dharwad City,110
crime_head,RAPE,district,Kalaburagi,110
crime_head,DEATHS DUE TO RASHNESS/NEGLIGENCE,district,Tumakuru,110
crime_head,PORNOGRAPHY,act,IPC 1860,109
act,KARNTAKA PREVENTION OF COW SLANGHTER & CATTLE PREVENTION ACT-1964,act,THE KARNATAKA PREVENTION OF SLAUGHTER AND PRESERVATION OF CATTLE ORDINANCE-2020,109
crime_head,SUICIDE,district,Kolar,109
crime_head,Attempting to commit offences,district,Tumakuru,109
crime_head,SCHEDULED CASTE AND THE SCHEDULED TRIBES,act,(x) IPC 1860,108
crime_head,CrPC,act,"(d),102 KARNATAKA POLICE ACT, 1963",108
act,(va) IPC 1860,act,IPC 1860,108
crime_head,ARSON,district,Bengaluru Rural,108
crime_head,CRIMINAL INTIMIDATION,district,Gadag,108
crime_head,BURGLARY - DAY,district,Mysuru City,108
crime_head,DEATHS-MISCARRIAGE,act,IPC 1860,107
crime_head,MURDER,act,"ARMS ACT, 1959",107
crime_head,PASSPORT ACT,act,IPC 1860,107
act,"(n),376(3) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",act,IPC 1860,107
act,IPC 1860,act,The Banning of Unregulated Deposit Schemes Ordinance 2019,107
act,"(s),3(1)(r) IPC 1860",act,"SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",107
act,(II) IPC 1860,act,IPC 1860,107
crime_head,CHILDREN ACT,district,Bagalkote,107
crime_head,COMMUNAL / RELIGION,district,Kalaburagi,107
crime_head,BURGLARY - DAY,district,Kolar,107
crime_head,ARMS ACT 1959,district,Uttara Kannada,107
crime_head,POCSO,act,"(n),376(3) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",106
act,The Central Motor Vehicle Rules 2015,act,Transportation of Animal Act 1978,106
crime_head,WRONGFUL RESTRAINT/CONFINEMENT,district,Ballari,106
crime_head,ELECTION,district,Belagavi,106
crime_head,SUICIDE,district,Haveri,106
crime_head,ROBBERY,district,Haveri,106
act,"KARNATAKA EXCISE ACT, 1965",act,"KARNATAKA POLICE ACT, 1963",105
crime_head,DEATHS DUE TO RASHNESS/NEGLIGENCE,district,Bagalkote,105
crime_head,ELECTION,district,Ballari,105
crime_head,RAPE,district,Chitradurga,105
crime_head,CRIMES RELATED TO WOMEN,district,K.G.F,105
crime_head,CONSUMER,district,Mandya,105
crime_head,MURDER,district,Udupi,105
act,(v-a) IPC 1860,act,IPC 1860,104
act,"CHILD LABOUR (PROHIBITION & REGULATION) ACT,1986",act,IPC 1860,104
crime_head,SUICIDE,district,Belagavi City,104
crime_head,CRIMES RELATED TO WOMEN,district,Chamarajanagar,104
crime_head,MISCHIEF,district,Chikkaballapura,104
crime_head,FORGERY,district,Davanagere,104
crime_head,Failure to appear to Court,district,Mangaluru City,104
crime_head,Human Trafficking,act,IPC 1860,103
act,"(i),8,4 ESSENTIAL COMMODITIES ACT, 1955",act,Karnataka Essential Commodities (Storage Accounts Maintaining Value Notification) Order 1981,103
crime_head,ANIMAL,district,Hassan,103
crime_head,NEGLIGENT ACT,district,Kolar,103
crime_head,Attempting to commit offences,district,Uttara Kannada,103
crime_head,POCSO,act,"The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",102
crime_head,CHEATING,act,The banning of unregulated deposit schemes act 2019,102
act,"(A) INDIAN MOTOR VEHICLES ACT, 1988",act,IPC 1860,102
crime_head,AFFRAY,district,Chikkamagaluru,102
crime_head,ARSON,district,Tumakuru,102
act,"(i),8,4 ESSENTIAL COMMODITIES ACT, 1955",act,KARNATAKA ESSENTIAL COMMODITIES (PUBLIC DISTRIBUTION SYSTEM) PUBLIC CONTROL ORDER 2016,101
act,"ENVIRONMENT (PROTECTION) ACT, 1986",act,IPC 1860,101
crime_head,PUBLIC SAFETY,district,Chamarajanagar,101
crime_head,ROBBERY,district,Chamarajanagar,101
crime_head,WRONGFUL RESTRAINT/CONFINEMENT,district,Chikkamagaluru,101
crime_head,DACOITY,district,Kalaburagi City,101
crime_head,CONSUMER,act,"(i),8,4 ESSENTIAL COMMODITIES ACT, 1955",100
crime_head,DACOITY,act,"INDIAN ARMS ACT, 1959",100
crime_head,Karnataka State Local Act,act,(1A) KARNATAKA MINOR MINERAL CONSISTENT RULE 1994,100
crime_head,COMMUNAL / RELIGION,district,Bidar,100
crime_head,BURGLARY - DAY,district,Dakshina Kannada,100
crime_head,RAPE,district,Davanagere,100
crime_head,CRIMINAL INTIMIDATION,district,Dharwad,100
crime_head,Karnataka State Local Act,district,Karnataka Railways,100
crime_head,ELECTION,district,Koppal,100
crime_head,RAPE,district,Mysuru City,100
crime_head,RAPE,district,Mysuru,100
crime_head,MURDER,act,"DOWRY PROHIBITION ACT, 1961",99
crime_head,CHEATING,act,"ESSENTIAL COMMODITIES ACT, 1955",99
crime_head,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",act,"KARNATAKA POLICE ACT, 1963",99
crime_head,CRIMINAL INTIMIDATION,district,Chamarajanagar,99
crime_head,MISCHIEF,district,Dakshina Kannada,99
crime_head,Disobedience to Order Promulgated by PublicServan,district,Ramanagara,99
crime_head,DEFAMATION,act,IPC 1860,98
crime_head,MOTOR VEHICLE ACCIDENTS NON-FATAL,act,The Central Motor Vehicle Rules 2015,98
crime_head,ROBBERY,district,Bagalkote,98
crime_head,Attempting to commit offences,district,Bengaluru Rural,98
crime_head,AFFRAY,district,Hassan,98
crime_head,FORGERY,district,Mandya,98
crime_head,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),district,Yadgir,98
crime_head,PUBLIC SAFETY,district,Yadgir,98
act,IPC 1860,act,"KARNATAKA PRIVATE MEDICAL ESTABLISHMENT ACT, 2007",97
act,PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014,97
act,"(D) INDIAN MOTOR VEHICLES ACT, 1988",act,IPC 1860,97
act,"FOREIGNERS ACT, 1946",act,"REGISTRATION OF FOREIGNERS ACT, 1939",97
crime_head,SUICIDE,district,Bagalkote,97
crime_head,OFFENCES PROMOTING ENEMITY,district,Bengaluru City,97
crime_head,MISCHIEF,district,Chitradurga,97
crime_head,RAPE,district,Haveri,97
crime_head,ELECTION,district,Kolar,97
crime_head,MISCHIEF,district,Mysuru,97
crime_head,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,district,Mysuru,97
crime_head,MISCHIEF,district,Tumakuru,97
crime_head,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),act,"THE KARNATAKA EPIDEMIC DISEASES ACT, 2020",96
crime_head,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,act,"INDIAN MOTOR VEHICLES ACT, 1988",96
crime_head,OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused),act,IPC 1860,96
crime_head,SUICIDE,district,Ballari,96
crime_head,CRIMINAL TRESPASS,district,Belagavi City,96
crime_head,COMMUNAL / RELIGION,district,Belagavi,96
crime_head,CRIMINAL BREACH OF TRUST,district,Hubballi-Dharwad City,96
crime_head,BURGLARY - DAY,district,Uttara Kannada,96
crime_head,CONSUMER,act,"GAS SUPPLY ACT(LPG ACT REGULATION AND SUPPLY DISTRIBUTION ORDER 2000),1939",95
crime_head,Karnataka State Local Act,act,KARNATAKA LOTTERY AND PRIZE COMPITATION CONTROL AND TAX ACT 1951,95
crime_head,ELECTION,district,Bengaluru Rural,95
crime_head,Disobedience to Order Promulgated by PublicServan,district,Chitradurga,95
crime_head,CRIMINAL TRESPASS,district,Dharwad,95
crime_head,BURGLARY - DAY,district,Haveri,95
crime_head,SUICIDE,district,Karnataka Railways,95
crime_head,SCHEDULED CASTE AND THE SCHEDULED TRIBES,act,(s) IPC 1860,94
crime_head,CHILDREN ACT,act,"THE PROHIBITION OF CHILD MARRIAGE (KARNATAKA AMENDMENT) ACT, 2016",94
act,"INDIAN MOTOR VEHICLES ACT, 1988",act,KARNATAKA PREVENTION OF COW SLANGHTER & CATTLE PREVENTION ACT 2020,94
act,(B) IPC 1860,act,"PASSPORTS ACT, 1967",94
crime_head,MISCHIEF,district,Belagavi City,94
crime_head,OFFENCES RELATED TO MARRIAGE,district,Bengaluru City,94
crime_head,MISCHIEF,district,Chikkamagaluru,94
crime_head,RAPE,district,Dakshina Kannada,94
crime_head,WRONGFUL RESTRAINT/CONFINEMENT,district,Koppal,94
crime_head,COMMUNAL / RELIGION,district,Mangaluru City,94
crime_head,CONSUMER,district,Mysuru City,94
crime_head,CHEATING,act,The Karnataka Protection of Interest Depositors in Financial Establishment Act 2004,93
crime_head,CRIMINAL BREACH OF TRUST,act,KARNATAKA PROTECTION OF INTEREST DEPOSITORS EXORBITANT ACT 2004,93
act,(i)(n) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,93
act,(v-a) IPC 1860,act,"SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",93
act,"(A) INDIAN MOTOR VEHICLES ACT, 1988",act,Transportation of Animal Act 1978,93
crime_head,CHILDREN ACT,district,Ballari,93
crime_head,SUICIDE,district,Koppal,93
crime_head,IMMORAL TRAFFIC,district,Mangaluru City,93
crime_head,CRIMINAL BREACH OF TRUST,district,Tumakuru,93
act,IPC 1860,act,The Karnataka Prisons (Amendment) Act-2022,92
crime_head,ANIMAL,district,Chikkaballapura,92
crime_head,RAPE,district,Chikkamagaluru,92
crime_head,CONSUMER,district,Kalaburagi City,92
crime_head,BURGLARY - DAY,district,Udupi,92
crime_head,RAPE,district,Udupi,92
crime_head,DEATHS DUE TO RASHNESS/NEGLIGENCE,district,Vijayapura,92
crime_head,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),act,KARNATAKA PREVENTION OF DISTRUCTION & LOSS OF PROPERTY ACT 1981,91
crime_head,MOTOR VEHICLE ACCIDENTS FATAL,act,"Rules Of The Roads Regulations, 1989",91
crime_head,MOTOR VEHICLE ACCIDENTS NON-FATAL,act,"Rules Of The Roads Regulations, 1989",91
act,(II) IPC 1860,act,PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,91
crime_head,RAPE,district,Chikkaballapura,91
crime_head,DEATHS DUE TO RASHNESS/NEGLIGENCE,district,Hassan,91
crime_head,CRIMINAL TRESPASS,district,Haveri,91
crime_head,MURDER,district,K.G.F,91
crime_head,CONSUMER,district,Koppal,91
crime_head,CONSUMER,district,Mysuru,91
crime_head,SUICIDE,district,Uttara Kannada,91
crime_head,BURGLARY - DAY,district,Vijayanagara,91
crime_head,INDIAN MOTOR VEHICLE,act,IPC 1860,90
crime_head,KARNATAKA POLICE ACT 1963,act,"THE KARNATAKA EPIDEMIC DISEASES ACT, 2020",90
crime_head,INDIAN MOTOR VEHICLE,act,"INDIAN MOTOR VEHICLES ACT, 1988",90
crime_head,RAPE,act,The SC & ST (Prevention of Atrocities) Amendment Act 2015,90
crime_head,ANIMAL,district,Mysuru,90
crime_head,CASES OF HURT,act,"INDIAN MOTOR VEHICLES ACT, 1988",89
crime_head,SCHEDULED CASTE AND THE SCHEDULED TRIBES,act,"DOWRY PROHIBITION ACT, 1961",89
crime_head,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),district,Dharwad,89
crime_head,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),district,Gadag,89
crime_head,AFFRAY,district,Mangaluru City,89
crime_head,CHEATING,act,"KARNATAKA POLICE ACT, 1963",88
crime_head,RAPE,act,PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,88
crime_head,POCSO,act,Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014,88
crime_head,MOLESTATION,act,INFORMATION TECHNOLOGY ACT 2000,88
act,"/181 INDIAN MOTOR VEHICLES ACT, 1988",act,"MOTOR VEHICLE ACT, 1954",88
act,PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,"The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",88
act,(D) IPC 1860,act,"PREVENTION OF CRUELTY TO ANIMALS ACT, 1960",88
crime_head,DOWRY DEATHS,district,Bengaluru Rural,88
crime_head,FORGERY,district,Chikkaballapura,88
crime_head,CHILDREN ACT,district,Raichur,88
crime_head,Disobedience to Order Promulgated by PublicServan,district,Vijayanagara,88
crime_head,ASSAULT OR USE OF CRIMINAL FORCE TO DISROBE WOMAN,act,IPC 1860,87
act,(5) IPC 1860,act,"SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",87
act,"ARMS ACT, 1959",act,"INDIAN ARMS ACT, 1959",87
crime_head,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,district,Bagalkote,87
crime_head,MURDER,district,Karnataka Railways,87
crime_head,ARSON,district,Mysuru,87
crime_head,NEGLIGENT ACT,district,Udupi,87
crime_head,MURDER,act,"INDIAN ARMS ACT, 1959",86
crime_head,KARNATAKA POLICE ACT 1963,act,"CODE OF CRIMINAL PROCEDURE, 1973",86
act,Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014,act,The SC & ST (Prevention of Atrocities) Amendment Act 2015,86
act,"/181 INDIAN MOTOR VEHICLES ACT, 1988",act,IPC 1860,86
act,"BONDED LABOUR SYSTEM (ABOLITION) ACT, 1976",act,IPC 1860,86
act,(r)(s) IPC 1860,act,"SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",86
act,"ESSENTIAL COMMODITIES ACT, 1955",act,"GAS SUPPLY ACT(LPG ACT REGULATION AND SUPPLY DISTRIBUTION ORDER 2000),1939",86
crime_head,ANIMAL,district,Chikkamagaluru,86
crime_head,CONSUMER,district,Haveri,86
crime_head,RIOTS,district,Kodagu,86
crime_head,FORGERY,district,Kolar,86
crime_head,CHILDREN ACT,district,Mandya,86
crime_head,MISCHIEF,district,Ramanagara,86
crime_head,CHILDREN ACT,act,PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,85
crime_head,Karnataka State Local Act,act,The Karnataka Prisons (Amendment) Act-2022,85
crime_head,CONSUMER,act,Liquified Petroleum Gas (Regulation of Supply & Distribution) Order 2000,85
crime_head,MISCHIEF,district,Bengaluru Rural,85
crime_head,CRIMINAL BREACH OF TRUST,district,Bidar,85
crime_head,AFFRAY,district,Chamarajanagar,85
crime_head,WRONGFUL RESTRAINT/CONFINEMENT,district,Vijayanagara,85
crime_head,DACOITY,district,Vijayapura,85
crime_head,NEGLIGENT ACT,district,Mysuru City,84
crime_head,CHILDREN ACT,district,Mysuru,84
crime_head,Karnataka State Local Act,act,"CODE OF CRIMINAL PROCEDURE, 1973",83
act,"EXPLOSIVE ACT, 1884",act,"EXPLOSIVE SUBSTANCES ACT, 1908",83
act,(r) IPC 1860,act,"SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",83
crime_head,CHILDREN ACT,district,Belagavi,83
crime_head,CRIMINAL BREACH OF TRUST,district,Raichur,83
crime_head,ARMS ACT 1959,district,Shivamogga,83
crime_head,CRIMINAL BREACH OF TRUST,district,Udupi,83
crime_head,ANIMAL,act,KARNATAKA PREVENTION OF COW SLANGHTER & CATTLE PREVENTION ACT 2020,82
crime_head,CHEATING,act,MMDR (MINES AND MINERALS REGULATION OF DEVELOPMENT) ACT 1957,82
crime_head,THEFT,act,"RAILWAYS ACT, 1989",82
act,(r)(s)(2)(va) IPC 1860,act,IPC 1860,82
crime_head,FORGERY,district,Chikkamagaluru,82
crime_head,SUICIDE,district,Hubballi-Dharwad City,82
crime_head,BURGLARY - DAY,district,Kalaburagi,82
crime_head,RAPE,district,Koppal,82
crime_head,CRIMINAL BREACH OF TRUST,district,Mangaluru City,82
crime_head,ANIMAL,district,Ramanagara,82
crime_head,MISCHIEF,district,Udupi,82
crime_head,Karnataka State Local Act,act,KARNATAKA EDUCATION ACT 1983 AS AMENDED UPTODATE,81
crime_head,ANIMAL,act,"(D) INDIAN MOTOR VEHICLES ACT, 1988",81
crime_head,MOTOR VEHICLE ACCIDENTS FATAL,act,The Central Motor Vehicle Rules 2015,81
crime_head,ROBBERY,act,"ARMS ACT, 1959",81
crime_head,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",act,"Prohibition of Electronic Cigarettes(Production,Manufacture,Import, Export,Transport,Sale, Distribution,Storage and Advertisement) Act 2019",81
act,(2)(v) IPC 1860,act,The SC & ST (Prevention of Atrocities) Amendment Act 2015,81
act,(A) Transportation of Animal Act 1978,act,"PREVENTION OF CRUELTY TO ANIMALS ACT, 1960",81
act,"DOWRY PROHIBITION ACT, 1961",act,"The Muslim Women(Protection of Rights on Marriage) Act, 2019",81
crime_head,PUBLIC SAFETY,district,Bagalkote,81
crime_head,DEATHS DUE TO RASHNESS/NEGLIGENCE,district,Belagavi City,81
crime_head,Karnataka State Local Act,district,Coastal Security Police,81
crime_head,ROBBERY,district,Gadag,81
crime_head,RAPE,district,Mangaluru City,81
crime_head,ELECTION,district,Vijayapura,81
crime_head,RAPE,district,Yadgir,81
crime_head,SLAVERY,act,IPC 1860,80
act,INFORMATION TECHNOLOGY ACT 2000,act,INFORMATION TECHNOLOGY ACT 2008,80
crime_head,WRONGFUL RESTRAINT/CONFINEMENT,district,Belagavi,80
crime_head,BURGLARY - DAY,district,Chamarajanagar,80
crime_head,ELECTION,district,Hassan,80
crime_head,FORGERY,district,Mangaluru City,80
crime_head,CHILDREN ACT,district,Shivamogga,80
crime_head,RAPE,district,Uttara Kannada,80
crime_head,ELECTION,act,"KARNATAKA POLICE ACT, 1963",79
crime_head,MISCHIEF,act,"PREV. OF DAMAGE TO PUBLIC PROPERTY ACT, 1984",79
crime_head,MISCHIEF,district,Hassan,79
crime_head,PASSPORT ACT,act,(B) IPC 1860,78
crime_head,ANIMAL,act,The Central Motor Vehicle Rules 2015,78
crime_head,CHEATING,act,KARNATAKA MINOR MINERAL CONSISTENT RULE 1994,78
act,-1(B) (b) IPC 1860,act,"ARMS ACT, 1959",78
crime_head,OFFENCES PROMOTING ENEMITY,district,Belagavi City,78
crime_head,CRIMINAL TRESPASS,district,Chamarajanagar,78
crime_head,WRONGFUL RESTRAINT/CONFINEMENT,district,Chitradurga,78
crime_head,COMMUNAL / RELIGION,district,Shivamogga,78
crime_head,FORGERY,district,Vijayapura,78
crime_head,RAPE,act,INFORMATION TECHNOLOGY ACT 2000,77
crime_head,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),act,"KARNATAKA POLICE ACT, 1963",77
