act,section,count
"(II),5(L),6 IPC 1860",376(N),2
"(v-a),3(1)(w)(i)(ii) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",8,2
"MOTOR VEHICLE (TAX) ACT, 1958",134(B),2
(2) (b) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,4,2
The Ancient Monuments and Archeological sites and Remains(Amendment and Violations Act 2010),20,2
"(r),3(1)(s) KARNATAKA MONEY LENDERS ACT 1961",5,2
"(r),3(1)(s) KARNATAKA MONEY LENDERS ACT 1961",39,2
"EXPLOSIVE ACT, 1884",5(2),2
(b) IPC 1860,427,2
"KARNATAKA POLICE (AMENDMENT) ACT, 2021",93,2
(II) IPC 1860,376(I),2
"(C),20(b) (ii) A NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1985",27(b),2
"(va),3 (2)(v),3(1) (r) (s) IPC 1860",506,2
"(va),3 (2)(v),3(1) (r) (s) IPC 1860",34,2
"(va),3 (2)(v),3(1) (r) (s) IPC 1860",504,2
"(va),3 (2)(v),3(1) (r) (s) IPC 1860",307,2
"(r),3(2)(v-a),3(1) (s) IPC 1860",341,2
"(ii)(A) NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT, 1985",22(b),2
"(V),3(1)(w) IPC 1860",376(2),2
"(II),5(L),6 IPC 1860",376(I),2
"(f),376(2)(i)(n) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",5(p),2
"(n),417 The SC & ST (Prevention of Atrocities) Amendment Act 2015",3(1),2
"KARNATAKA POLICE ACT, 1963",92(H),2
"PREVENTION OF CORRUPTION ACT, 1988",13,2
"(g),3(1)(r),3(1)(s) IPC 1860",323,2
"(A),11(1) (D),11(1) (E) IPC 1860",379,2
"(A),11(1) (D),11(1) (E) THE KARNATAKA PREVENTION OF SLAUGHTER AND PRESERVATION OF CATTLE ORDINANCE-2020",4,2
"(A),11(1) (D),11(1) (E) THE KARNATAKA PREVENTION OF SLAUGHTER AND PRESERVATION OF CATTLE ORDINANCE-2020",12,2
"(A),11(1) (D),11(1) (E) THE KARNATAKA PREVENTION OF SLAUGHTER AND PRESERVATION OF CATTLE ORDINANCE-2020",5,2
"(A),11(1) (D),11(1) (E) THE KARNATAKA PREVENTION OF SLAUGHTER AND PRESERVATION OF CATTLE ORDINANCE-2020",7,2
"(A),11(1) (D),11(1) (E) KARNATAKA PREVENTION OF COW SLANGHTER & CATTLE PREVENTION ACT 2020",5,2
"(A),11(1) (D),11(1) (E) KARNATAKA PREVENTION OF COW SLANGHTER & CATTLE PREVENTION ACT 2020",12,2
"(va),3(1)(w) IPC 1860",34,2
"(n),366(A) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",3(2),2
"(n),366,363 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",6,2
"(J),376(2)(I) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",6,2
"(L),376(2)(n),376(3) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",5(L),2
"(L),376(2)(n),376(3) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",5(j),2
"(L),376(2)(n),376(3) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4,2
"[1] [a],25(1B),29(A) IPC 1860",34,2
"(a),3(1)(b),3(1)(c),4(1)(a) ESSENTIAL COMMODITIES ACT, 1955",3,2
"(a),3(1)(b),3(1)(c),4(1)(a) ESSENTIAL COMMODITIES ACT, 1955",7,2
(9) IPC 1860,336,2
"(n),34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",5(J),2
"(A),21,42,43 IPC 1860",379,2
"(r),3(1)(s),3(1)(w)(i)(ii),3(2)(V) IPC 1860",504,2
"(n),363 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4(1),2
(11) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,5(L),2
Karnataka Essential Commodities (Storage Accounts Maintaining Value Notification) Order 1981,7(1),2
"(a)(i),3(2)(i),9,8,5,4 ESSENTIAL COMMODITIES ACT, 1955",6(A),2
"(a)(i),3(2)(i),9,8,5,4 ESSENTIAL COMMODITIES ACT, 1955",3,2
"(a)(i),3(2)(i),9,8,5,4 ESSENTIAL COMMODITIES ACT, 1955",7,2
(2B) IPC 1860,370,2
[1] [a] IPC 1860,504,2
"(n),506,366 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4,2
"(i)(n),366 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4,2
"(i)(n),366 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",12,2
"(2) THE DISASTER MANAGEMENT ACT, 2005",51,2
"(r)(s)(2)(va) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",5,2
"(w)(i)(ii),3(2)(va) IPC 1860",417,2
"(r),3(1)(s),3(1)(w),3(2)(v-a) IPC 1860",447,2
"(2) (vi),3(1)(s),3(1)(r) IPC 1860",34,1
"INDIAN ARMS ACT, 1959",21,1
"(V)(VA),3 (2)(v) CHILD MARRIAGE RESTRAINT ACT",4,1
"(V)(VA),3 (2)(v) CHILD MARRIAGE RESTRAINT ACT",3,1
"A,376(1),376(2)(n) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4,1
"A,376(1),376(2)(n) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",6,1
"(10)(11) The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",3(2),1
"(I),376(2)(i)(n),376(1) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",6,1
"(I),376(2)(i)(n),376(1) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4,1
"(n),509,363,366(A) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",17,1
"(n),376AB,323,504,506,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4,1
"(n),376AB,323,504,506,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",6,1
"(2)(v),3(1)(w) IPC 1860",376,1
"(2)(v),3(1)(w) IPC 1860",366,1
"(n),363,366(A) Prohibition of Child Marriage Act 2006",11,1
"(iv),354A(1)(ii),354A(1)(i),504,506 INDIAN MOTOR VEHICLES ACT, 1988",181,1
"(iv),354A(1)(ii),354A(1)(i),504,506 INDIAN MOTOR VEHICLES ACT, 1988",3,1
"(n),363,366 CHILD MARRIAGE RESTRAINT ACT",10,1
"(n),363,366 CHILD MARRIAGE RESTRAINT ACT",9,1
"[1A] ARMS ACT, 1959",25,1
"[1A] ARMS ACT, 1959",1A,1
"(s),3(2)(va) Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014",3(1),1
"(M),376(2)(J) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4,1
"(M),376(2)(J) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",3,1
"(n),376(3),366,363 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",17,1
"(s),3(2)(V) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4,1
"(s),3(2)(V) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",6,1
"(va),3(1)(w),3(1)(s) IPC 1860",354(B),1
"(va),3(1)(w),3(1)(s) IPC 1860",504,1
"(va),3(1)(w),3(1)(s) IPC 1860",143,1
"(va),3(1)(w),3(1)(s) IPC 1860",147,1
"(va),3(1)(w),3(1)(s) IPC 1860",148,1
"(va),3(1)(w),3(1)(s) IPC 1860",149,1
"(va),3(1)(w),3(1)(s) IPC 1860",323,1
"(va),3(1)(w),3(1)(s) IPC 1860",324,1
"(va),3(1)(w),3(1)(s) IPC 1860",354,1
"(va),3(1)(w),3(1)(s) IPC 1860",448,1
"(I),376(2)(n),376(3),376DA PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4,1
"(I),376(2)(n),376(3),376DA PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",6,1
"(I),376(2)(n),376(3),376DA PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",17,1
"(I),376(2)(n),504,34 SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",3(1),1
"(x),3(1)(xi),3(1)(x)(xii),3(2)(V) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4,1
"(x),3(1)(xi),3(1)(x)(xii),3(2)(V) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",6,1
(a)(iii)(d) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,4,1
(a)(iii)(d) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,6,1
"(h),376(N) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4,1
"(h),376(N) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",6,1
"(II),5(L),6 IPC 1860",376(1),1
"(i)(n),363,366(A) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",3,1
"(i)(n),363,366(A) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",6,1
"(i)(n),363,366(A) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",12,1
(zc) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,18,1
(11) IPC 1860,376D,1
"EXPLOSIVES ACT, 1884",15,1
(5) IPC 1860,376(N),1
(s) IPC 1860,355,1
(s) IPC 1860,506(2),1
"(v-a),3(1)(w)(i)(ii) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",14,1
"(i)(n),366(A),363,354(A) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",12,1
A Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014,3(1),1
(W) (I) The SC & ST (Prevention of Atrocities) Amendment Act 2015,3,1
"A,504,506,109,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",8,1
(r)(s)(2)(va) IPC 1860,212,1
(r)(s)(2)(va) IPC 1860,506(2),1
"(a) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",3(1),1
"(s) ARMS ACT, 1959",27,1
"A,376(2)(J),376(2)(k),506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4,1
"A,376(2)(J),376(2)(k),506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",6,1
"(f),3(1) (g),3 (1) (p),3(1) (r),3 (1) (u) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",3(1),1
"(z),3(2)(V),3(2)(v-a) IPC 1860",167,1
"(z),3(2)(V),3(2)(v-a) IPC 1860",176,1
"(z),3(2)(V),3(2)(v-a) IPC 1860",177,1
"(z),3(2)(V),3(2)(v-a) IPC 1860",182,1
"(z),3(2)(V),3(2)(v-a) IPC 1860",183,1
"(z),3(2)(V),3(2)(v-a) IPC 1860",191,1
"(z),3(2)(V),3(2)(v-a) IPC 1860",192,1
"(z),3(2)(V),3(2)(v-a) IPC 1860",196,1
"(z),3(2)(V),3(2)(v-a) IPC 1860",198,1
"(z),3(2)(V),3(2)(v-a) IPC 1860",204,1
"(z),3(2)(V),3(2)(v-a) IPC 1860",209,1
"(z),3(2)(V),3(2)(v-a) IPC 1860",504,1
"(z),3(2)(V),3(2)(v-a) IPC 1860",505,1
"(z),3(2)(V),3(2)(v-a) IPC 1860",149,1
"MOTOR VEHICLE ACT, 1954",188,1
"A,34,366,342,363,366 A,506(2) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",17,1
(2) IPC 1860,376(2),1
(2) IPC 1860,376(I),1
(2) IPC 1860,376(N),1
"(A),5(1)(A) IPC 1860",506,1
"(A),5(1)(A) IPC 1860",34,1
"(A),5(1)(A) IPC 1860",504,1
"(A),5(1)(A) IPC 1860",307,1
"(A),5(1)(A) IPC 1860",323,1
"(A),5(1)(A) IPC 1860",324,1
"(i)(n),506,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",17,1
"(s),3(1)(w),3(2)(v-a) IPC 1860",376(1),1
"(v-a),3(1)(s),3(1)(r) IPC 1860",144,1
"(v-a),3(1)(s),3(1)(r) IPC 1860",306,1
"(v-a),3(1)(s),3(1)(r) IPC 1860",114,1
"(n),376(2)(k),503 INFORMATION TECHNOLOGY ACT 2000",67,1
"(n),109,506,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4,1
"(n),109,506,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",6,1
"(n),109,506,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",17,1
"(n),506 CHILD MARRIAGE RESTRAINT ACT",10,1
"(n),506 CHILD MARRIAGE RESTRAINT ACT",9,1
"(n),376(1),354(A) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",8,1
"(n),376(1),354(A) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",15,1
"(n),376(1),354(A) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",14,1
"(n),363,149,506,109 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",17,1
"(w)(i)(ii),3(2)(v-a),3(2)(V) IPC 1860",447,1
"/181 INDIAN MOTOR VEHICLES ACT, 1988",129,1
"(n),376(3),511,376,376 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4,1
"(n),376(3),511,376,376 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",6,1
"(n),376(3),511,376,376 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",9,1
"(n),376(3),511,376,376 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",5(L),1
"(n),376(3),511,376,376 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4(2),1
"(s),3(1) (r) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",3(10),1
"A,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",17,1
"A,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",18,1
"(J),506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",6,1
(1) (i) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,12,1
(x) IPC 1860,452,1
"(I),506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",17,1
"(b),3(1)(i),3(1)(q),3(1)(z) IPC 1860",163,1
"(b),3(1)(i),3(1)(q),3(1)(z) IPC 1860",166(a),1
"(b),3(1)(i),3(1)(q),3(1)(z) IPC 1860",167,1
"(b),3(1)(i),3(1)(q),3(1)(z) IPC 1860",353,1
"(b),3(1)(i),3(1)(q),3(1)(z) IPC 1860",409,1
"(b),3(1)(i),3(1)(q),3(1)(z) IPC 1860",417,1
"(b),3(1)(i),3(1)(q),3(1)(z) IPC 1860",463,1
"(b),3(1)(i),3(1)(q),3(1)(z) IPC 1860",464,1
"(b),3(1)(i),3(1)(q),3(1)(z) IPC 1860",466,1
"(b),3(1)(i),3(1)(q),3(1)(z) IPC 1860",484,1
"(b),3(1)(i),3(1)(q),3(1)(z) IPC 1860",499,1
"(b),3(1)(i),3(1)(q),3(1)(z) IPC 1860",197,1
"(r),3(2) IPC 1860",504,1
"(r),3(2) IPC 1860",506,1
"ARMS ACT, 1959",147,1
(a) IPC 1860,399,1
(a) IPC 1860,402,1
"(5a),3(1) (W) (I),3(1) (s),3(1) (r) IPC 1860",355,1
(ii)(A) IPC 1860,120B,1
"(n),34,363,366 A,366 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",17,1
"(r),3(1)(s),3(2)(v-a) IPC 1860",365,1
"(r),3(1)(s),3(2)(v-a) IPC 1860",343,1
"(i)(n),376(2)(L) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4,1
"(i)(n),376(2)(L) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",6,1
"(r),3(1)(s),3(2)(va) IPC 1860",367,1
"(w),3(1)(r),3(1)(s) IPC 1860",376(1),1
"(w),3(1)(r),3(1)(s) IPC 1860",376(2),1
"(I),506,504,376 SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",3(2),1
"(s),3(2)(v-a),3(1)(r) IPC 1860",451,1
"(s),3(2)(v-a),3(1)(r) IPC 1860",448,1
"(n),506,504,376,420,323 SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",3(2),1
"(w)(i)(ii),3(2)(v-a) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",17,1
"(w),3(2)(v-a),3(1)(s),3(1)(r) IPC 1860",376(3),1
"(w),3(2)(v-a),3(1)(s),3(1)(r) IPC 1860",376(2),1
"(r),3(1)(s),3(2)(V) IPC 1860",376(2),1
"NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1985",15(a),1
"(r),3(1)(s),3(1)(v) IPC 1860",295,1
(2)(3) INFORMATION TECHNOLOGY ACT 2000,66(D),1
(11) INFORMATION TECHNOLOGY ACT 2000,66(E),1
(11) INFORMATION TECHNOLOGY ACT 2000,67(A),1
"(V),3(1)(w)(i)(ii) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",17,1
"(r),3(2)(v-a),3(1)(w)(i)(ii) IPC 1860",354(B),1
"(r),3(2)(v-a),3(1)(w)(i)(ii) IPC 1860",504,1
"(r),3(2)(v-a),3(1)(w)(i)(ii) IPC 1860",448,1
"(r),3(1)(s),3(1)(w),3(1)(w)(i)(ii) IPC 1860",506,1
"(r),3(1)(s),3(1)(w),3(1)(w)(i)(ii) IPC 1860",504,1
"(r),3(1)(s),3(1)(w),3(1)(w)(i)(ii) IPC 1860",323,1
"(vii),3(1)(w),3(2)(v-a) IMMORAL TRAFFIC PREVENTION ACT, 1956",4,1
"(vii),3(1)(w),3(2)(v-a) IMMORAL TRAFFIC PREVENTION ACT, 1956",5,1
"(vii),3(1)(w),3(2)(v-a) IMMORAL TRAFFIC PREVENTION ACT, 1956",6,1
"(vii),3(1)(w),3(2)(v-a) IMMORAL TRAFFIC PREVENTION ACT, 1956",7,1
"(vii),3(1)(w),3(2)(v-a) IMMORAL TRAFFIC PREVENTION ACT, 1956",3(1),1
"(n),370(4),376(3),366(A),342,376(1) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",8,1
"(n),370(4),376(3),366(A),342,376(1) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",5,1
"(n),366,342,363 IMMORAL TRAFFIC PREVENTION ACT, 1956",3,1
"(h),376(2)(n),506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4,1
"(h),376(2)(n),506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",5(L),1
"(h),376(2)(n),506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",6,1
"(n),366,114,366(A) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4,1
"(n),109,506,366 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",17,1
"(n),376(3),506,366,363 Prohibition of Child Marriage Act 2006",9,1
(va) IPC 1860,394,1
"(n),366,363 SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",3(2),1
"(n),376(3),363 SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",3(2),1
"(r),3(1)(s) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4,1
"(r),3(1)(s) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",5(L),1
"(n),506,504,363 SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",3(2),1
"(n),376(3) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",5(p),1
"(v),3(1)(w),3(1)(w)(i)(ii),3(2)(v-a),3(2)(V),3(1)(s),3(1)(r) IPC 1860",506,1
"(v),3(1)(w),3(1)(w)(i)(ii),3(2)(v-a),3(2)(V),3(1)(s),3(1)(r) IPC 1860",376(L),1
"(v),3(1)(w),3(1)(w)(i)(ii),3(2)(v-a),3(2)(V),3(1)(s),3(1)(r) IPC 1860",376D,1
"(v),3(1)(w),3(1)(w)(i)(ii),3(2)(v-a),3(2)(V),3(1)(s),3(1)(r) IPC 1860",376(2),1
"(s),3(1)(r),3(2)(v-a) INFORMATION TECHNOLOGY ACT 2008",67,1
"A,114,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",8,1
"A,114,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",12,1
(x)(xii) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,8,1
"(5),3(I) IPC 1860",120B,1
"(5),3(I) IPC 1860",143,1
"(5),3(I) IPC 1860",147,1
"(5),3(I) IPC 1860",148,1
"(5),3(I) IPC 1860",149,1
"(5),3(I) IPC 1860",302,1
"(5),3(I) IPC 1860",307,1
"(5),3(I) IPC 1860",324,1
"(s),3(2)(v-a),3(1)(r) IPC 1860",326,1
(1) (A) (B) IPC 1860,171C,1
(1) (A) (B) IPC 1860,171F,1
"(a),15(A),32,34,38A IPC 1860",273,1
"(a),15(A),32,34,38A IPC 1860",336,1
"(r),3(1)(s),3(2)(V) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",12,1
"(r),3(1)(s),3(2)(V) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",11,1
"(i),4 KARNATAKA ESSENTIAL COMMODITIES (PUBLIC DISTRIBUTION SYSTEM) PUBLIC CONTROL ORDER 2016",12,1
"(i),4 KARNATAKA ESSENTIAL COMMODITIES (PUBLIC DISTRIBUTION SYSTEM) PUBLIC CONTROL ORDER 2016",18,1
"(i),4 KARNATAKA ESSENTIAL COMMODITIES (PUBLIC DISTRIBUTION SYSTEM) PUBLIC CONTROL ORDER 2016",19,1
"(i),4 KARNATAKA ESSENTIAL COMMODITIES (PUBLIC DISTRIBUTION SYSTEM) PUBLIC CONTROL ORDER 2016",3,1
"(i),4 KARNATAKA ESSENTIAL COMMODITIES (PUBLIC DISTRIBUTION SYSTEM) PUBLIC CONTROL ORDER 2016",4,1
(v-a) IPC 1860,364A,1
"(r),3(1) (s),3(5) IPC 1860",506,1
"(r),3(1) (s),3(5) IPC 1860",354,1
CABLE TELEVISION NETWORK REGISTRATION ACT-1995,338,1
"(A),177,180,196 IPC 1860",279,1
"(A),177,180,196 IPC 1860",304(A),1
"(n),354C PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4,1
"(n),354C PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",3,1
"(n),354C PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",6,1
"(n),420,323,504,506,34 SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",3(2),1
"(2B),5(1),5(D) IPC 1860",370,1
(4) IPC 1860,332,1
(v-a) IPC 1860,353,1
(5a) CHILD LABOUR (PROHIBITION & REGULATION) AMENDMENT ACT 2016,14(a),1
(5a) CHILD LABOUR (PROHIBITION & REGULATION) AMENDMENT ACT 2016,3,1
"(1) Juvenile Justice (Care and Protection of Children) Act, 2015",79,1
"(iv),354A(1)(iii),354A(1)(ii),354(A)(3),354(A)(2) INFORMATION TECHNOLOGY ACT 2008",67(A),1
"A,376(2)(n) Prohibition of Child Marriage Act 2006",9,1
"(11),3(1)(10) IPC 1860",323,1
"(11),3(1)(10) IPC 1860",448,1
(10)(11) IPC 1860,109,1
"(r),3(1)(s) IPC 1860",452,1
"(r),3(1)(s) IPC 1860",503,1
"(V),8 IPC 1860",114,1
"(n),376(3),511,366,420,465,471,366(A),464,468 JUVENILE JUSTICE ACT, 2000",75,1
"(V),3(1)(w) CHILD MARRIAGE RESTRAINT ACT",9,1
(i)(n) INFORMATION TECHNOLOGY ACT 2008,67,1
"(I),354(D),354(A) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",8,1
"(i),4,8 IPC 1860",120B,1
"(i),4,8 IPC 1860",406,1
"(i),4,8 IPC 1860",409,1
"(i),4,8 IPC 1860",416,1
"(i),4,8 IPC 1860",426,1
"(i),4,8 IPC 1860",149,1
"(i),4,8 IPC 1860",34,1
"(w)(i),3(2)(v-a) IPC 1860",376A,1
"(r),3(1) (s),3(2)(V),3(2)(v-a) IPC 1860",506,1
"(r),3(1) (s),3(2)(V),3(2)(v-a) IPC 1860",504,1
"(r),3(1) (s),3(2)(V),3(2)(v-a) IPC 1860",323,1
"(r),3(1) (s),3(2)(V),3(2)(v-a) IPC 1860",34,1
"(w)(i),3(2)(v-a),3(2)(V) IPC 1860",452,1
(1) INFORMATION TECHNOLOGY ACT 2008,66(D),1
(A)(vi) INFORMATION TECHNOLOGY ACT 2008,66(D),1
"(x),3(1)(6) IPC 1860",504,1
"(x),3(1)(6) IPC 1860",506,1
"(x),3(1)(6) IPC 1860",34,1
(u) IPC 1860,353,1
(u) IPC 1860,189,1
"(r),3(1)(s),3(1)(t),3(1)(w),3(1)(w)(1),3(1)(w)(2),3(2) IPC 1860",503,1
"(r),3(1)(s),3(1)(t),3(1)(w),3(1)(w)(1),3(1)(w)(2),3(2) IPC 1860",504,1
"(r),3(1)(s),3(1)(t),3(1)(w),3(1)(w)(1),3(1)(w)(2),3(2) IPC 1860",354(B),1
"(r),3(1)(s),3(1)(t),3(1)(w),3(1)(w)(1),3(1)(w)(2),3(2) IPC 1860",34,1
CABLE TELEVISION NETWORK REGISTRATION ACT-1995,5,1
"(i),8,4 ESSENTIAL COMMODITIES ACT, 1955",3(2),1
"(i),8,4 ESSENTIAL COMMODITIES ACT, 1955",6,1
"(i),8,4 ESSENTIAL COMMODITIES ACT, 1955",3(1),1
"(i),8,4 ESSENTIAL COMMODITIES ACT, 1955",8,1
"(i),8,4 ESSENTIAL COMMODITIES ACT, 1955",4,1
"INSECTICIDES ACT, 1968",33,1
"(a),4(2)(e),4(2) (h),5(1) IPC 1860",188,1
"(a),4(2)(e),4 (2) (f),4 (2) (j),5(1) IPC 1860",188,1
"(a),4(2)(e),4(2) (h),5(1) THE DISASTER MANAGEMENT ACT, 2005",51(b),1
"(a),4(2)(e),4 (2) (j),4(2) (h),5(1),5(2),5(4) IPC 1860",269,1
"(a),4(2)(e),4 (2) (j),4(2) (h),5(1),5(2),5(4) IPC 1860",34,1
KARNATAKA PRISONERS ACT - 1963,43,1
The banning of unregulated deposit schemes act 2019,3(b),1
The banning of unregulated deposit schemes act 2019,3(a),1
"(s),3(1)(r),3(2)(va),3(1)(w),3(2)(va) IPC 1860",148,1
"(s),3(1)(r),3(2)(va),3(1)(w),3(2)(va) IPC 1860",147,1
"(s),3(1)(r),3(2)(va),3(1)(w),3(2)(va) IPC 1860",143,1
"(c),3(1)(r),3(1)(s),3(2)(va),3(1)(u) IPC 1860",201,1
"(r),3(1)(s),3(2)(v-a) Juvenile Justice (Care and Protection of Children) Act, 2015",75,1
(ii) B The Karnataka Prisons (Amendment) Act-2022,42(II),1
"(w)(i),3(2)(v-a),3(1)(s),3(1)(r),3(2)(V) IPC 1860",109,1
"(w)(i),3(2)(v-a),3(1)(s),3(1)(r),3(2)(V) IPC 1860",114,1
(g) KARNATAKA LAND REVENUE ACT 1964,192(A),1
(w)(i)(ii) IPC 1860,328,1
